Opening,YYYYMM,Count
Modern Defense: Two Knights Variation,201302,61.0
Englund Gambit Complex: Felbecker Gambit,201302,22.0
"Russian Game: Modern Attack, Symmetrical Variation",201302,3.0
Philidor Defense: Lopez Countergambit,201302,50.0
"French Defense: Advance Variation, Lputian Variation",201302,2.0
Nimzo-Indian Defense: Ragozin Variation,201302,119.0
"English Opening: King's English Variation, Two Knights Variation, Keres Variation",201302,9.0
"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",201302,32.0
Caro-Kann Defense: Main Line,201302,40.0
Caro-Kann Defense: Accelerated Panov Attack,201302,9.0
"English Opening: Anglo-Scandinavian Defense, Malvinas Variation",201302,34.0
Caro-Kann Defense: Bronstein-Larsen Variation,201302,9.0
"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Defense",201302,4.0
"Nimzo-Indian Defense: Normal Variation, Bishop Attack",201302,4.0
"Sicilian Defense: McDonnell Attack, Tal Gambit",201302,5.0
Caro-Kann Defense: Masi Variation,201302,9.0
Scandinavian Defense: Icelandic-Palme Gambit,201302,30.0
Indian Game: Maddigan Gambit,201302,5.0
"Philidor Defense: Hanham Variation, Schlechter Variation",201302,3.0
"French Defense: Advance Variation, Euwe Variation",201302,32.0
Mexican Defense,201302,15.0
"Sicilian Defense: Najdorf Variation, English Attack",201302,34.0
King's Indian Defense: Six Pawns Attack,201302,30.0
Vienna Game: Vienna Gambit,201302,80.0
Nimzowitsch-Larsen Attack,201302,12.0
Indian Game: Czech-Indian,201302,12.0
Sicilian Defense: Dragon Variation,201302,76.0
"Danish Gambit Declined, Sorensen Defense",201302,20.0
Van Geet Opening: Sleipnir Gambit,201302,
"Sicilian Defense: French Variation, Westerinen Attack",201302,14.0
"Slav Defense: Quiet Variation, Pin Defense",201302,32.0
Bogo-Indian Defense: Exchange Variation,201302,11.0
Zukertort Opening: Polish Defense,201302,9.0
"Scotch Game: Goering Gambit, Main Line",201302,6.0
"Dutch Defense: Leningrad Variation, Warsaw Variation",201302,8.0
"French Defense: Exchange Variation, Svenonius Variation",201302,24.0
Italian Game: Bird's Attack,201302,4.0
"Caro-Kann Defense: Accelerated Panov Attack, Open Variation",201302,24.0
"Sicilian Defense: Four Knights Variation, Exchange Variation",201302,9.0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",201302,25.0
"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation",201302,1.0
"Italian Game: Giuoco Pianissimo, Canal Variation",201302,28.0
French Defense: Paulsen Variation,201302,48.0
"Alekhine Defense: Modern Variation, Larsen Variation",201302,12.0
Bishop's Opening: Philidor Variation,201302,27.0
Zukertort Opening: Dutch Variation,201302,42.0
"Modern Defense: Two Knights Variation, Suttles Variation",201302,59.0
"Scotch Game: Scotch Gambit, Goering Gambit Declined",201302,10.0
"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",201302,8.0
"King's Gambit Accepted, Polerio Gambit",201302,22.0
Scotch Game: Relfsson Gambit,201302,49.0
Nimzowitsch Defense: Williams Variation,201302,84.0
"Queen's Gambit Accepted: Central Variation, Alekhine System",201302,42.0
French Defense: Bird Invitation,201302,27.0
"King's Gambit Declined: Falkbeer, Milner-Barry Variation",201302,4.0
"Alekhine Defense: Four Pawns Attack, Main Line",201302,1.0
"French Defense: Classical Variation, Rubinstein Variation",201302,1.0
Sicilian Defense: Nimzowitsch Variation,201302,19.0
"French Defense: Tarrasch Variation, Guimard Defense",201302,6.0
Caro-Kann Defense: Accelerated Panov Attack #2,201302,34.0
"English Opening: Four Knights System, Nimzowitsch Variation",201302,69.0
Philidor Defense: Steinitz Variation,201302,27.0
Elephant Gambit: Paulsen Countergambit,201302,69.0
Danish Gambit Accepted,201302,73.0
"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",201302,16.0
Modern Defense: Wind Gambit,201302,3.0
"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",201302,2.0
Blackmar-Diemer Gambit: Ziegler Defense,201302,14.0
"Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System",201302,4.0
Alekhine Defense #3,201302,4.0
"English Opening: Anglo-Indian Defense, King's Indian Formation",201302,6.0
Indian Game: Przepiorka Variation,201302,35.0
"French Defense: Classical Variation, Richter Attack #2",201302,2.0
English Opening: Anglo-Dutch Defense,201302,27.0
"Gruenfeld Defense: Three Knights Variation, Petrosian System",201302,17.0
"French Defense: Advance Variation, Milner-Barry Gambit",201302,30.0
Semi-Slav Defense: Marshall Gambit,201302,31.0
"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",201302,23.0
"King's Indian Defense: Saemisch Variation, Normal Defense",201302,7.0
"Blackmar-Diemer Gambit Declined, O'Kelly Defense",201302,7.0
Blackmar-Diemer Gambit: Fritz Attack,201302,18.0
King's Indian Defense: Normal Variation,201302,27.0
Queen's Gambit Accepted: Janowski-Larsen Variation,201302,7.0
"Scotch Game: Scotch Gambit, London Defense",201302,9.0
"Russian Game: Modern Attack, Symmetrical Variation #2",201302,33.0
Scandinavian Defense: Blackburne Gambit,201302,34.0
Caro-Kann Defense: Modern Variation,201302,6.0
Dutch Defense: Raphael Variation,201302,44.0
Benoni Defense: Modern Variation,201302,36.0
Sicilian Defense: Closed #2,201302,31.0
Nimzowitsch Defense: French Connection,201302,26.0
Sicilian Defense: Canal-Sokolsky Attack,201302,48.0
Sicilian Defense: Chekhover Variation,201302,62.0
"Sicilian Defense: Paulsen Variation, Szen Variation",201302,6.0
"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",201302,1.0
Nimzo-Larsen Attack: Modern Variation #4,201302,125.0
Queen's Gambit Declined: Semi-Tarrasch Defense,201302,34.0
Amazon Attack,201302,21.0
"French Defense: Tarrasch Variation, Open System, Suechting Line",201302,10.0
Queen's Pawn Game: London System,201302,161.0
Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,201302,12.0
"Queen's Gambit Refused: Albin Countergambit, Normal Line",201302,34.0
"King's Indian Defense: Orthodox Variation, Positional Defense",201302,7.0
Zukertort Opening: Arctic Defense,201302,17.0
Caro-Kann Defense: Rasa-Studier Gambit,201302,22.0
Rat Defense: Accelerated Gurgenidze,201302,5.0
Semi-Slav Defense: Noteboom Variation,201302,34.0
"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",201302,2.0
"Ruy Lopez: Morphy Defense, Tarrasch Variation",201302,46.0
Slav Defense: Winawer Countergambit,201302,7.0
Czech Defense,201302,12.0
Blackmar-Diemer Gambit: Ryder Gambit,201302,68.0
Slav Indian,201302,24.0
Sicilian Defense: Lasker-Pelikan Variation,201302,8.0
"Ruy Lopez: Classical Variation, Zukertort Gambit",201302,39.0
Ponziani Opening: Spanish Variation,201302,1.0
"Gruenfeld Defense: Three Knights Variation, Hungarian Variation",201302,7.0
King's Gambit Accepted: King Knight's Gambit,201302,26.0
"Ruy Lopez: Berlin Defense, Closed Bernstein Variation",201302,
Sicilian Defense: Mengarini Variation,201302,39.0
"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation",201302,13.0
Modern Defense: Mongredien Defense,201302,19.0
"Ruy Lopez: Morphy Defense, Classical Defense Deferred",201302,24.0
"Nimzo-Indian Defense: Three Knights Variation, Korchnoi Variation",201302,3.0
"Gruenfeld Defense: Three Knights Variation, Paris Variation",201302,18.0
"Queen's Gambit Refused: Chigorin Defense, Modern Gambit",201302,38.0
Polish Defense: Spassky Gambit Accepted,201302,5.0
"Rat Defense: English Rat, Lisbon Gambit",201302,2.0
"King's Gambit, Falkbeer Countergambit, Charousek Gambit",201302,2.0
"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",201302,
Colle System #2,201302,92.0
"Slav Defense: Slav Gambit, Alekhine Attack",201302,50.0
"Sicilian Defense: Wing Gambit, Marshall Variation",201302,2.0
"English Opening: King's English Variation, Keres Defense",201302,2.0
Nimzowitsch Defense: Mikenas Variation,201302,76.0
Dutch Defense: Nimzo-Dutch Variation,201302,1.0
"Blackmar-Diemer Gambit Declined, Lamb Defense",201302,12.0
Four Knights Game: Halloween Gambit,201302,49.0
"Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense",201302,3.0
"King's Gambit, Falkbeer Countergambit, Staunton Line",201302,32.0
"Dutch Defense: Classical Variation, Stonewall Variation",201302,1.0
Alekhine Defense #2,201302,69.0
"Italian Game: Classical Variation, Greco Gambit, Traditional Line",201302,51.0
"Scotch Game: Scotch Gambit, Sarratt Variation",201302,13.0
"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",201302,
"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",201302,7.0
"King's Gambit Accepted, Becker Defense",201302,34.0
"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",201302,19.0
"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",201302,67.0
Old Indian: Czech Variation,201302,5.0
Scandinavian Defense: Modern Variation,201302,20.0
"Gruenfeld Defense: Three Knights Variation, Burille Variation",201302,41.0
"King's Indian Defense: Fianchetto Variation, Debrecen Defense",201302,3.0
"Italian Game: Evans Gambit, McDonnell Defense",201302,16.0
"French Defense: Tarrasch Variation, Open System",201302,7.0
"Queen's Gambit Declined: Lasker Defense, Main Line",201302,
"Ruy Lopez: Closed Variations, Closed Defense",201302,10.0
"Ruy Lopez: Exchange Variation, Keres Variation",201302,29.0
Ruy Lopez: Closed Variations,201302,8.0
King's Indian Defense: Steiner Attack,201302,1.0
Slav Defense: Steiner Variation,201302,3.0
"Italian Game: Two Knights Defense, de Riviere Gambit",201302,39.0
"Queen's Gambit Refused: Austrian Attack, Salvio Countergambit",201302,31.0
Italian Game: Classical Variation,201302,20.0
"Sicilian Defense: Pin Variation, Koch Variation",201302,
Semi-Slav Defense: Quiet Variation,201302,3.0
"Ruy Lopez: Closed, Anti-Marshall 8.a4",201302,1.0
Indian Game: Spielmann-Indian,201302,23.0
"King's Gambit, Falkbeer Countergambit, Blackburne Attack",201302,18.0
"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",201302,3.0
"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",201302,18.0
Ruy Lopez: Columbus Variation,201302,8.0
"Scotch Game: Classical Variation, Intermezzo Variation",201302,32.0
"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense",201302,3.0
"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",201302,6.0
Old Indian Defense: Ukrainian Variation,201302,2.0
Pirc Defense: Byrne Variation,201302,20.0
Russian Game: Paulsen Attack,201302,8.0
"Italian Game: Two Knights Defense, Polerio Defense, Kieseritzky Variation",201302,12.0
"Indian Game: Anti-Gruenfeld, Advance Variation",201302,3.0
"Queen's Gambit Declined: Vienna Variation, Quiet Variation",201302,41.0
Vienna Game: Paulsen Variation,201302,10.0
Nimzowitsch Defense: Lean Variation,201302,4.0
St. George Defense: Polish Variation,201302,16.0
Vienna Game #2,201302,7.0
"French Defense: Steinitz Variation, Boleslavsky Variation",201302,5.0
Gruenfeld Defense: Three Knights Variation,201302,17.0
Nimzowitsch Defense: Breyer Variation,201302,5.0
"French Defense: Advance Variation, Wade Variation",201302,5.0
Elephant Gambit: Wasp Variation,201302,
"Trompowsky Attack: Classical Defense, Big Center Variation",201302,27.0
"King's Gambit Accepted, Cunningham Defense, McCormick Defense",201302,
Queen's Indian Defense: Spassky System,201302,17.0
"King's Gambit Accepted, Orsini Gambit",201302,
Dutch Defense: Staunton Gambit,201302,6.0
Caro-Kann Defense: Two Knights Attack,201302,83.0
Sicilian Defense: Pin Variation,201302,15.0
Sicilian Defense: Scheveningen Variation,201302,39.0
English Opening: Wing Gambit,201302,11.0
"Sicilian Defense: Accelerated Fianchetto, Maroczy Bind, 5...Bg7",201302,6.0
Blackmar-Diemer Gambit: Vienna Variation,201302,16.0
"English Opening: King's English Variation, Four Knights Variation #2",201302,8.0
French Defense: Reti-Spielmann Attack,201302,29.0
Semi-Slav Defense: Normal Variation,201302,15.0
Dutch Defense: Hopton Attack,201302,11.0
Englund Gambit Complex: Soller Gambit Deferred,201302,8.0
French Defense: Schlechter Variation,201302,20.0
Sicilian Defense: Godiva Variation,201302,26.0
Dutch Defense: Rubinstein Variation,201302,56.0
Alekhine Defense: O'Sullivan Gambit,201302,
Indian Game: Reversed Chigorin Defense,201302,7.0
Philidor Defense: Boden Variation,201302,1.0
"Alekhine Defense: Modern Variation, Alekhine Variation",201302,1.0
Queen's Gambit Declined: Exchange Variation,201302,54.0
"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",201302,6.0
"Ruy Lopez: Morphy Defense, Graz Variation",201302,10.0
Zukertort Opening,201302,35.0
Van Geet Opening: Sicilian Two Knights,201302,5.0
Scandinavian Defense: Kiel Variation,201302,1.0
"Sicilian Defense: Scheveningen Variation, Vitolins Variation",201302,3.0
French Defense: Carlson Gambit,201302,10.0
"Italian Game: Two Knights Defense, Polerio Defense",201302,24.0
Trompowsky Attack: Raptor Variation,201302,
Russian Game: Stafford Gambit,201302,14.0
"Tarrasch Defense: Classical Variation, Petursson Variation",201302,2.0
Tarrasch Defense: Symmetrical Variation,201302,40.0
"French Defense: Tarrasch Variation, Closed Variation #2",201302,14.0
Global Opening,201302,6.0
Bird Opening: Lasker Variation,201302,3.0
"French Defense: La Bourdonnais Variation, Reuter Gambit",201302,7.0
"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",201302,6.0
"Englund Gambit Declined, Reversed Brooklyn",201302,
"King's Gambit, Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",201302,6.0
Sicilian Defense: Kramnik Variation,201302,59.0
"English Opening: Symmetrical Variation, Anti-Benoni Variation",201302,10.0
Sicilian Defense: Modern Variations,201302,19.0
"Ruy Lopez: Berlin Defense, Hedgehog Variation",201302,2.0
Blackmar-Diemer Gambit #2,201302,10.0
Caro-Kann Defense: Alekhine Gambit,201302,2.0
Sicilian Defense: Grob Variation,201302,7.0
"Italian Game: Two Knights Defense, Perreux Variation",201302,36.0
"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",201302,6.0
King's Indian Attack: Sicilian Variation,201302,13.0
Englund Gambit Complex: Mosquito Gambit,201302,12.0
Grob Opening: Grob Gambit Declined,201302,3.0
Queen's Gambit Accepted: Winawer Defense,201302,2.0
"Queen's Pawn Game: Veresov Attack, Dutch System",201302,10.0
Scandinavian Defense: Anderssen Counterattack,201302,15.0
Bishop's Opening: Khan Gambit,201302,34.0
Indian Game: Normal Variation,201302,17.0
"Philidor Defense: Hanham Variation, Delmar Variation",201302,1.0
"Queen's Pawn Game: Veresov Attack, Fianchetto Defense",201302,14.0
"Danish Gambit Accepted, Schlechter Defense",201302,14.0
Center Game: Hall Variation,201302,22.0
"English Opening: Anglo-Indian Defense, Scandinavian Defense",201302,11.0
"Queen's Gambit Accepted: Central Variation, McDonnell Defense",201302,35.0
"Dutch Defense: Stonewall Variation, Modern Variation",201302,6.0
"Latvian Gambit: Mayet Attack, Morgado Defense",201302,3.0
Slav Defense: Schlechter Variation,201302,19.0
Dutch Defense: Stonewall Variation,201302,
"Slav Defense: Quiet Variation, Schallopp Defense",201302,26.0
Ruy Lopez: Morphy Defense #2,201302,9.0
"Sicilian Defense: O'Kelly Variation, Yerevan System",201302,20.0
"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",201302,1.0
King's Pawn Opening: Speers,201302,3.0
Clemenz Opening,201302,73.0
"Sicilian Defense: Najdorf, Lipnitsky Attack",201302,41.0
"Sicilian Defense: Scheveningen Variation, English Attack #2",201302,11.0
"Ruy Lopez: Morphy Defense, Anderssen Variation",201302,81.0
Englund Gambit Complex: Englund Gambit,201302,119.0
Benko Gambit: Zaitsev System,201302,2.0
English Opening: Jaenisch Gambit,201302,2.0
"Ruy Lopez: Schliemann Defense, Jaenisch Gambit Accepted",201302,4.0
King's Pawn,201302,49.0
Gruenfeld Defense: Stockholm Variation,201302,12.0
"French Defense: MacCutcheon Variation, Tartakower Variation",201302,14.0
"King's Gambit Declined, Classical Variation #2",201302,16.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",201302,13.0
King's Pawn Game: Tortoise Opening,201302,22.0
"Blackmar-Diemer Gambit Declined, Weinsbach Declination",201302,7.0
Blackmar-Diemer Gambit: Euwe Defense,201302,20.0
Italian Game: Scotch Gambit Declined,201302,23.0
Dutch Defense: Fianchetto Attack,201302,19.0
Queen's Gambit Declined: Janowski Variation,201302,3.0
"Queen's Gambit Declined: Modern, Knight Defense",201302,3.0
Scandinavian Defense: Panov Transfer,201302,62.0
"Indian Game: Gedult Attack, Gedult Attack",201302,2.0
"King's Gambit Accepted, Bishop's Gambit, Gianutio Gambit",201302,
Vienna Game: Mieses Variation,201302,6.0
"Scotch Game: Scotch Gambit, Kingside Variation",201302,9.0
"Queen's Gambit Declined: Exchange Variation, Positional Variation",201302,12.0
"King's Gambit, Falkbeer Countergambit, Modern Transfer",201302,14.0
Scandinavian Defense: Marshall Variation,201302,39.0
"English Opening: King's English Variation, Three Knights System",201302,18.0
Latvian Gambit: Mlotkowski Variation,201302,22.0
Pirc Defense #3,201302,43.0
"King's Indian Defense: Orthodox Variation, Donner Defense",201302,
Queen's Gambit Declined: Alapin Variation,201302,2.0
Semi-Slav Defense Accepted,201302,4.0
Sicilian Defense: Keres Variation,201302,2.0
"King's Indian Defense: Averbakh Variation, Flexible Defense",201302,
"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",201302,73.0
Queen's Pawn Game: Torre Attack,201302,40.0
King's Indian Defense: Averbakh Variation,201302,
Zukertort Opening: Santasiere's Folly,201302,2.0
Semi-Slav Defense: Quiet Variation #2,201302,17.0
